Ticker,Market Cap,Industry
MOXC,147415800,Healthcare Facilities & Services
MPA,,
MPAA,406273700,'Auto Truck & Motorcycle Parts'
MPAC,,
MPACU,,
MPB,209396900,Banks
MPC,35564660000,Oil & Gas Refining and Marketing
MPCT,,Exchange Traded Fund
MPLX,28225770000,Oil & Gas Transportation Services
MPO,328503200,Oil & Gas Exploration and Production
MPV,,
MPVD,581416760,Precious Metals & Minerals
MPW,4854648000,Specialized REITs
MPWR,5556504000,Semiconductors
MPX,559968000,Recreational Products
MQT,,
MQY,,
MRAM,134056400,Semiconductors
MRBK,,
MRC,1829530000,Industrial Machinery & Equipment
MRCC,277489800,Corporate Financial Services
MRCY,1745442000,Aerospace & Defense
MRGR,,Exchange Traded Fund
MRIN,33625360,IT Services & Consulting
MRK,158970100000,Pharmaceuticals
MRLN,373226200,Banks
MRNS,239477400,Pharmaceuticals
MRO,17669650000,Oil & Gas Exploration and Production
MRSN,519279500,Biotechnology & Medical Research
MRT,329389400,Specialized REITs
MRTN,1209214000,Ground Freight & Logistics
MRTX,1288462000,Biotechnology & Medical Research
MRUS,365156900,Biotechnology & Medical Research
MRVL,11238400000,Semiconductors
MS,93841510000,Investment Banking & Brokerage Services
MSA,3472900000,Business Support Supplies
MSB,321440200,Steel
MSBF,107155100,Banks
MSBI,776032600,Banks
MSCC,8108542000,Semiconductors
MSCI,14185130000,Professional Information Services
MSD,,
MSEX,702954200,Water Utilities
MSF,,
MSFT,755719300000,Software
MSG,6284278000,Entertainment Production
MSGN,1502482000,Entertainment Production
MSI,17927290000,Communications & Networking
MSL,233279300,Banks
MSM,5229642000,Industrial Machinery & Equipment
MSN,34931550,Household Electronics
MSON,119911700,Advanced Medical Equipment & Technology
MSP,,
MSTR,1496351000,Software
MSUS,,
MT,34112550000,Steel
MTB,26008790000,Banks
MTBC,39778240,Advanced Medical Equipment & Technology
MTCH,11586480000,Internet Services
MTD,14088730000,Industrial Machinery & Equipment
MTDR,3132453000,Oil & Gas Exploration and Production
MTEC,54078750,Holding Companies
MTECU,54078750,Holding Companies
MTEM,190236000,Biotechnology & Medical Research
MTEX,56288910,Food Processing
MTFB,108922290,Biotechnology & Medical Research
MTG,3895437000,Property & Casualty Insurance
MTGE,911374000,Specialized REITs
MTH,1865537000,Homebuilding
MTL,1028047000,Steel
MTLS,587781900,Software
MTN,9755457000,Leisure & Recreation
MTNB,49829440,Biotechnology & Medical Research
MTOR,1889043000,'Auto Truck & Motorcycle Parts'
MTP,24429904,Biotechnology & Medical Research
MTR,28140210,Oil & Gas Exploration and Production
MTRN,1095378000,Specialty Mining & Metals
MTRX,496221300,Oil Related Services and Equipment
MTSC,945827200,Electrical Components & Equipment
MTSI,1457829000,Semiconductor Equipment & Testing
MTSL,4615910,IT Services & Consulting
MTT,,
MTUM,,Exchange Traded Fund
MTW,931665500,Heavy Machinery & Vehicles
MTX,2533841000,Specialty Chemicals
MTZ,3846356000,Construction & Engineering
MU,71151550000,Semiconductors
MUA,,
MUB,,Exchange Traded Fund
MUC,,
MUDS,206000000,Holding Companies
MUDSU,206000000,Holding Companies
MUE,,
MUFG,87990300000,Banks
MUH,,
MUI,,
MUJ,,
MUNI,,Exchange Traded Fund
MUR,5070014000,Oil & Gas Exploration and Production
MUS,,
MUSA,2230531000,Oil & Gas Refining and Marketing
MUX,761814500,Integrated  Mining
MVBF,194056600,Banks
MVC,189710900,Closed End Funds
MVF,,
MVIN,,Exchange Traded Fund
MVIS,129712000,Electronic Equipments & Parts
MVO,113045000,Oil & Gas Exploration and Production
MVT,,
MVV,,Exchange Traded Fund
MWA,1860599000,Industrial Machinery & Equipment
MX,381588000,Semiconductors
MXC,11612420,Oil & Gas Exploration and Production
MXDE,,Exchange Traded Fund
MXDU,,Exchange Traded Fund
MXE,,
MXF,,
MXI,,Exchange Traded Fund
MXIM,16551330000,Semiconductors
MXL,1284771000,Semiconductors
MXWL,195703200,Electrical Components & Equipment
MYC,,
MYD,,
MYE,565874200,Non-Paper Containers & Packaging
MYF,,
MYGN,2505530000,Advanced Medical Equipment & Technology
MYI,,
MYJ,,
MYL,20297240000,Pharmaceuticals
MYN,,
MYND,9904150,Healthcare Facilities & Services
MYO,41019290,'Medical Equipment Supplies & Distribution'
MYOK,1892401000,Biotechnology & Medical Research
MYOS,10434250,Food Processing
MYOV,1375921000,Pharmaceuticals
MYRG,633979100,Construction & Engineering
MYSZ,30913616,Software
MYY,,Exchange Traded Fund
MZA,,
MZF,,
MZOR,1519940000,Advanced Medical Equipment & Technology
MZZ,,Exchange Traded Fund
NAC,,
NAD,,
NAII,82008740,Pharmaceuticals
NAIL,,Exchange Traded Fund
NAK,147804300,Integrated  Mining
NAKD,14996180,Apparel & Accessories
NAN,,
NANO,923848100,Semiconductor Equipment & Testing
NANR,,Exchange Traded Fund
NAO,69425270,Marine Freight & Logistics
NAOV,18498570,'Medical Equipment Supplies & Distribution'
NAP,72579370,Marine Freight & Logistics
NAT,308074200,Oil & Gas Transportation Services
NATH,353803600,Restaurants & Bars
NATI,5424006000,Software
NATR,172496700,Food Processing
NAUH,26520700,Personal Services
NAV,3823224000,Heavy Machinery & Vehicles
NAVB,39762170,Biotechnology & Medical Research
NAVG,1762531000,Property & Casualty Insurance
NAVI,3844732000,Consumer Lending
NAZ,,
NBB,,
NBD,,
NBEV,69398040,Brewers
NBH,,
NBHC,1194368000,Banks
NBIX,8468379000,Biotechnology & Medical Research
NBL,17120130000,Oil & Gas Exploration and Production
NBLX,1982320000,Oil & Gas Transportation Services
NBN,197895500,Banks
NBO,,
NBR,2695785000,Oil & Gas Drilling
NBRV,178559700,Biotechnology & Medical Research
NBTB,1673738000,Banks
NBW,,
NBY,43577730,Biotechnology & Medical Research
NC,258765200,Coal
NCA,,
NCB,,
NCBS,553433200,Banks
NCI,1099414000,Business Support Services
NCLH,12161680000,'Hotels Motels & Cruise Lines'
NCMI,567180700,Advertising & Marketing
NCNA,882759300,Biotechnology & Medical Research
NCOM,792545800,Banks
NCR,3482752000,IT Services & Consulting
NCS,1266624000,Construction & Engineering
NCSM,680624300,Oil Related Services and Equipment
NCTY,79937960,Internet Services
NCV,,
NCZ,,
NDAQ,15491080000,Financial & Commodity Market Operators
NDLS,366105400,Restaurants & Bars
NDP,,
NDRA,7395300,Biotechnology & Medical Research
NDRO,103950000,Oil & Gas Exploration and Production
NDSN,7394993000,Industrial Machinery & Equipment
NE,1337552000,Oil & Gas Drilling
NEA,,
NEAR,,Exchange Traded Fund
NEBU,250000000,Holding Companies
NEBUU,250000000,Holding Companies
NEE,76570710000,Electric Utilities
NEM,21040700000,Gold
NEN,195139500,Real Estate Development & Operations
NEO,935157400,Healthcare Facilities & Services
NEOG,3778040000,'Medical Equipment Supplies & Distribution'
NEON,22078410,Electronic Equipments & Parts
NEOS,200079000,Pharmaceuticals
NEP,2393062000,Independent Power Producers
NEPT,229274770,Pharmaceuticals
NERV,340994200,Biotechnology & Medical Research
NES,2264320,Oil Related Services and Equipment
NESR,286807800,Holding Companies
NETE,28426910,Internet Services
NETS,92178940,Department Stores
NEU,4442187000,Commodity Chemicals
NEV,,
NEWA,139307100,Environmental Services & Equipment
NEWM,1019541000,Consumer Publishing
NEWR,5407868000,Software
NEWT,373893000,Business Support Services
NEXA,2145127000,Specialty Mining & Metals
NEXT,660729700,Oil & Gas Transportation Services
NFBK,807731100,Banks
NFEC,22947070,Industrial Machinery & Equipment
NFG,4392597000,Natural Gas Utilities
NFJ,,
NFLT,,Exchange Traded Fund
NFLX,152703200000,Internet Services
NFO,,Exchange Traded Fund
NFRA,,Exchange Traded Fund
NFTY,,
NFX,5594333000,Oil & Gas Exploration and Production
NG,1563053000,Gold
NGD,1370271000,Integrated  Mining
NGE,,Exchange Traded Fund
NGG,39301400000,Multiline Utilities
NGHC,2876238000,Multiline Insurance & Brokers
NGL,1283487000,Oil & Gas Refining and Marketing
NGS,306203200,Oil Related Services and Equipment
NGVC,239521400,Other Specialty Retailers
NGVT,3253568000,Commodity Chemicals
NH,377855700,Advanced Medical Equipment & Technology
NHA,,
NHC,1003887000,Healthcare Facilities & Services
NHF,,
NHI,3001114000,Specialized REITs
NHLD,43781460,Investment Banking & Brokerage Services
NHS,,
NHTC,241855700,Food Processing
NI,8477209000,Multiline Utilities
NICE,6513099000,Software
NICK,111628900,Consumer Lending
NID,,
NIE,,
NIHD,224065200,Wireless Telecommunications Services
NIM,,
NINE,878677600,Oil Related Services and Equipment
NIQ,,
NITE,407556500,Biotechnology & Medical Research
NJR,3851490000,Natural Gas Utilities
NJV,,
NK,299078900,Biotechnology & Medical Research
NKE,116449600000,Footwear
NKG,,
NKSH,336418000,Banks
NKTR,13705340000,Biotechnology & Medical Research
NKX,,
NL,470098600,Electrical Components & Equipment
NLNK,200691500,Biotechnology & Medical Research
NLR,,Exchange Traded Fund
NLS,471424900,Personal Products
NLSN,10686760000,Advertising & Marketing
NLST,13168790,Semiconductors
NLY,12130440000,Specialized REITs
NM,95105310,Marine Freight & Logistics
NMFC,1055498000,Closed End Funds
NMI,,
NMIH,1114743000,Property & Casualty Insurance
NML,,
NMM,300977500,Marine Freight & Logistics
NMR,19553590000,Investment Banking & Brokerage Services
NMRD,189492800,'Medical Equipment Supplies & Distribution'
NMRK,2146543000,Real Estate Services
NMS,,
NMT,,
NMY,,
NMZ,,
NNA,107078700,Marine Freight & Logistics
NNBR,610043900,Industrial Machinery & Equipment
NNC,,
NNDM,27321230,Computer Hardware
NNI,2536851000,Business Support Services
NNN,6264739000,Commercial REITs
NNVC,36237820,Biotechnology & Medical Research
NNY,,
NOA,178037400,Construction Materials
NOAH,3703771000,Investment Management & Fund Operators
NOBL,,Exchange Traded Fund
NOC,57883340000,Aerospace & Defense
NODK,367480800,Property & Casualty Insurance
NOG,726465100,Oil & Gas Exploration and Production
NOK,34159140000,Phones & Handheld Devices
NOM,,
NOMD,3101856000,Food Processing
NORW,,Exchange Traded Fund
NOV,15762260000,Oil Related Services and Equipment
NOVN,77855840,Pharmaceuticals
NOVT,2156449000,Electrical Components & Equipment
NOW,31222100000,Software
NP,1369488000,Paper Products
NPK,773403000,Aerospace & Defense
NPN,,
NPO,1584557000,Industrial Machinery & Equipment
NPTN,304781900,Semiconductors
NPV,,
NQP,,
NR,946690200,Oil Related Services and Equipment
NRC,852691500,Business Support Services
NRE,729603800,Commercial REITs
NRG,10699830000,Electric Utilities
NRIM,272816900,Banks
NRK,,
NRO,,
NRP,393706300,Coal
NRT,80969100,Oil & Gas Exploration and Production
NRZ,6084051000,Specialized REITs
NS,2107800000,Oil & Gas Transportation Services
NSA,1380430000,Specialized REITs
NSC,43234560000,Ground Freight & Logistics
NSEC,39347810,Life & Health Insurance
NSH,530471200,Oil & Gas Transportation Services
NSIT,1663375000,IT Services & Consulting
NSL,,
NSM,1771731000,Real Estate Services
NSP,3797354000,Employment Services
NSPR,8191290,'Medical Equipment Supplies & Distribution'
NSSC,221792200,Communications & Networking
NSTG,327036700,'Medical Equipment Supplies & Distribution'
NSU,1013955000,Specialty Mining & Metals
NSYS,8574290,Semiconductors
NTAP,17991010000,Computer Hardware
NTB,2644833000,Banks
NTC,,
NTCT,2399845000,IT Services & Consulting
NTEC,152518960,Biotechnology & Medical Research
NTES,30016490000,IT Services & Consulting
NTG,,
NTGR,1902547000,Communications & Networking
NTIC,139298400,Environmental Services & Equipment
NTIP,68804530,IT Services & Consulting
NTLA,1109563000,Biotechnology & Medical Research
NTN,10636740,Broadcasting
NTNX,8626202000,IT Services & Consulting
NTP,456548300,Electronic Equipments & Parts
NTR,32271387000,Agricultural Chemicals
NTRA,633437000,'Medical Equipment Supplies & Distribution'
NTRI,1047228000,Personal Services
NTRP,76465790,Software
NTRS,23986320000,Investment Management & Fund Operators
NTWK,73901990,IT Services & Consulting
NTX,,
NTZ,89975050,Home Furnishings
NUAG,,Exchange Traded Fund
NUAN,4100599000,Software
NUBD,,Exchange Traded Fund
NUDM,,Exchange Traded Fund
NUE,20348640000,Steel
NUEM,,Exchange Traded Fund
NUGT,,Exchange Traded Fund
NULG,,Exchange Traded Fund
NULV,,Exchange Traded Fund
NUM,,
NUMG,,Exchange Traded Fund
NUMV,,Exchange Traded Fund
NUO,,
NURE,,Exchange Traded Fund
NURO,10041200,'Medical Equipment Supplies & Distribution'
NUS,4453371000,Personal Products
NUSA,,Exchange Traded Fund
NUSC,,Exchange Traded Fund
NUV,,
NUVA,2566072000,'Medical Equipment Supplies & Distribution'
NUW,,
NVAX,641213900,Biotechnology & Medical Research
NVCN,65813708,Advanced Medical Equipment & Technology
NVCR,2743607000,Biotechnology & Medical Research
NVDA,151322000000,Semiconductors
NVEC,507200600,Electrical Components & Equipment
NVEE,662013500,Construction & Engineering
NVFY,51937590,Home Furnishings
NVG,,
NVGS,612219400,Oil & Gas Transportation Services
NVIV,10563880,Advanced Medical Equipment & Technology
NVLN,76128770,Biotechnology & Medical Research
NVMI,784886300,Semiconductors
NVMM,22669450,Employment Services
NVO,91115780000,Pharmaceuticals
NVR,10958380000,Homebuilding
NVRO,2268505000,'Medical Equipment Supplies & Distribution'
NVS,194397000000,Pharmaceuticals
NVT,4699988000,Electrical Components & Equipment
NVTA,488577200,Biotechnology & Medical Research
NVTR,237634000,Biotechnology & Medical Research
NVUS,74033280,Pharmaceuticals
NWBI,1768886000,Banks
NWE,2695897000,Electric Utilities
NWFL,198277400,Banks
NWHM,214700800,Homebuilding
NWL,12256150000,'Appliances Tools & Housewares'
NWLI,1118957000,Life & Health Insurance
NWN,1702556000,Natural Gas Utilities
NWPX,209646900,Steel
NWS,9172898000,Consumer Publishing
NWSA,9172898000,Consumer Publishing
NWY,253122200,Apparel & Accessories Retailers
NX,598040700,Construction Supplies & Fixtures
NXC,,
NXE,660511550,Uranium
NXEO,860619100,Commodity Chemicals
NXEOU,860619100,Commodity Chemicals
NXJ,,
NXN,,
NXP,,
NXPI,40409680000,Semiconductors
NXQ,,
NXR,,
NXRT,577933000,Residential REITs
NXST,3064210000,Broadcasting
NXTD,46375420,Software
NXTM,1828509000,Advanced Medical Equipment & Technology
NYCB,5830784000,Banks
NYF,,Exchange Traded Fund
NYH,,
NYLD,3321867000,Electric Utilities
NYLD.A,3321867000,Electric Utilities
NYMT,689485000,Specialized REITs
NYMX,208253500,Biotechnology & Medical Research
NYNY,684168600,Casinos & Gaming
NYRT,306114000,Commercial REITs
NYT,3864373000,Consumer Publishing
NYV,,
NZF,,
O,15027020000,Commercial REITs
OA,7730938000,Aerospace & Defense
OAK,6263863000,Investment Management & Fund Operators
OAKS,80522760,Specialized REITs
OAS,3855298000,Oil & Gas Exploration and Production
OASI,,Exchange Traded Fund
OASM,82923230,Pharmaceuticals
OBAS,52520430,Real Estate Development & Operations
OBCI,32067120,Household Products
OBE,555941800,Oil & Gas Exploration and Production
OBLN,44634180,'Medical Equipment Supplies & Distribution'
OBNK,857672500,Banks
OBOR,,Exchange Traded Fund
OBSV,478622000,Biotechnology & Medical Research
OC,7132614000,Construction Supplies & Fixtures
OCC,24110880,Communications & Networking
OCFC,1409638000,Banks
OCIO,,Exchange Traded Fund
OCIP,861276100,Specialty Chemicals
OCLR,1546922000,Communications & Networking
OCN,601276900,Banks
OCSI,248110200,Closed End Funds
OCSL,704803300,Investment Management & Fund Operators
OCUL,249763200,'Medical Equipment Supplies & Distribution'
OCX,94572160,Biotechnology & Medical Research
ODC,284646700,Household Products
ODFL,12674320000,Ground Freight & Logistics
ODP,1305361000,Other Specialty Retailers
ODT,623748000,Pharmaceuticals
OEC,1657856000,Specialty Chemicals
OEF,,Exchange Traded Fund
OESX,25161420,Construction Supplies & Fixtures
OEUR,,Exchange Traded Fund
OEW,,Exchange Traded Fund
OFC,2837570000,Commercial REITs
OFED,171794000,Banks
OFG,626548900,Banks
OFIX,1020513000,'Medical Equipment Supplies & Distribution'
OFLX,749620500,Industrial Machinery & Equipment
OFS,149543800,Closed End Funds
OGCP,741231200,Real Estate Development & Operations
OGE,6868750000,Electric Utilities
OGEN,7249180,Pharmaceuticals
OGS,3837122000,Natural Gas Utilities
OHAI,31670660,Closed End Funds
OHGI,22723920,Phones & Handheld Devices
OHI,6005667000,Specialized REITs
OHRP,11575620,Biotechnology & Medical Research
OI,3091845000,Non-Paper Containers & Packaging
OIA,,
OIBR.C,817365560,Integrated Telecommunications Services
OIH,,Exchange Traded Fund
OII,2257359000,Oil Related Services and Equipment
OIIM,42633650,Semiconductors
OILD,,Exchange Traded Fund
OILK,,Exchange Traded Fund
OILU,,Exchange Traded Fund
OIS,2098494000,Oil Related Services and Equipment
OKDCC,,
OKE,27085810000,Oil & Gas Transportation Services
OKTA,5524777000,Software
OLBK,589873700,Banks
OLD,,Exchange Traded Fund
OLED,4692130000,Semiconductors
OLLI,4386193000,Other Specialty Retailers
OLN,5573199000,Commodity Chemicals
OLP,484452200,Commercial REITs
OMAB,1706570000,Airport Services
OMAD,303600000,Holding Companies
OMAD.U,303600000,Holding Companies
OMC,16355760000,Advertising & Marketing
OMCL,1782553000,Advanced Medical Equipment & Technology
OMED,107607000,Biotechnology & Medical Research
OMER,952330200,Biotechnology & Medical Research
OMEX,75440160,Business Support Services
OMF,4561076000,Consumer Lending
OMFL,,
OMFS,,
OMI,1010916000,'Medical Equipment Supplies & Distribution'
